Sentence #,Word,POS,Tag
,al-Sadr,NNP,I-per
,have,VBP,O
,rallied,VBN,O
,in,IN,O
,the,DT,O
,streets,NNS,O
,of,IN,O
,Iraq,NNP,B-geo
,to,TO,O
,protest,VB,O
,a,DT,O
,triple,JJ,O
,car,NN,O
,bombing,NN,O
,Wednesday,NNP,B-tim
,that,WDT,O
,killed,VBD,O
,at,IN,O
,least,JJS,O
,40,CD,B-ndeath
,people,NNS,O
,and,CC,O
,wounded,VBD,O
,about,IN,O
,125,CD,O
,more,JJR,O
,.,.,O
Sentence: 14813,Separately,RB,O
,",",",",O
,the,DT,O
,military,NN,O
,says,VBZ,O
,coalition,NN,O
,forces,NNS,O
,killed,VBD,O
,three,CD,B-ndeath
,suspected,JJ,O
,terrorists,NNS,O
,and,CC,O
,detained,VBN,O
,12,CD,O
,others,NNS,O
,during,IN,O
,operations,NNS,O
,Friday,NNP,B-tim
,targeting,VBG,O
,al-Qaida,NNP,B-org
,networks,NNS,O
,in,IN,O
,central,JJ,O
,Iraq,NNP,B-geo
,.,.,O
Sentence: 14859,Meanwhile,RB,O
,",",",",O
,Iraqi,JJ,B-gpe
,police,NNS,O
,say,VBP,O
,twin,JJ,O
,car,NN,O
,bombs,NNS,O
,have,VBP,O
,killed,VBN,O
,at,IN,O
,least,JJS,O
,13,CD,B-ndeath
,people,NNS,O
,and,CC,O
,wounded,VBN,O
,nearly,RB,O
,30,CD,B-ninjured
,others,NNS,O
,south,RB,O
,of,IN,O
,Baghdad,NNP,B-geo
,in,IN,O
,the,DT,O
,town,NN,O
,of,IN,O
,Mashruh,NNP,B-geo
,.,.,O
Sentence: 14870,The,DT,O
,World,NNP,B-org
,Health,NNP,I-org
,Organization,NNP,I-org
,says,VBZ,O
,the,DT,O
,H5N1,NNP,O
,strain,NN,O
,of,IN,O
,the,DT,O
,virus,NN,O
,has,VBZ,O
,killed,VBN,O
,at,IN,O
,least,JJS,O
,130,CD,B-ndeath
,people,NNS,O
,since,IN,O
,reappearing,VBG,O
,in,IN,O
,Asia,NNP,B-geo
,in,IN,O
,2003,CD,B-tim
,.,.,O
Sentence: 14914,The,DT,O
,same,JJ,O
,group,NN,O
,also,RB,O
,claimed,VBD,O
,responsibility,NN,O
,for,IN,O
,the,DT,O
,March,NNP,B-tim
,",",",",I-tim
,2004,CD,I-tim
,Madrid,NNP,I-tim
,train,NN,O
,bombings,NNS,O
,that,WDT,O
,killed,VBD,O
,nearly,RB,O
,200,CD,B-ndeath
,people,NNS,O
,.,.,O
Sentence: 14924,Kurdish,JJ,O
,witnesses,NNS,O
,in,IN,O
,northwestern,JJ,O
,Iran,NNP,B-geo
,say,VBP,O
,security,NN,O
,forces,NNS,O
,killed,VBN,O
,at,IN,O
,least,JJS,O
,11,CD,B-ndeath
,Kurdish,JJ,O
,demonstrators,NNS,O
,in,IN,O
,a,DT,O
,clash,NN,O
,Wednesday,NNP,B-tim
,in,IN,O
,the,DT,O
,city,NN,O
,of,IN,O
,Saqiz,NNP,B-geo
,.,.,O
Sentence: 14955,Mr.,NNP,B-per
,Blair,NNP,I-per
,proposed,VBD,O
,the,DT,O
,new,JJ,O
,laws,NNS,O
,",",",",O
,which,WDT,O
,would,MD,O
,also,RB,O
,allow,VB,O
,authorities,NNS,O
,to,TO,O
,deport,VB,O
,extremists,NNS,O
,",",",",O
,after,IN,O
,the,DT,O
,July,NNP,B-tim
,7,CD,I-tim
,suicide,NN,O
,bombings,NNS,O
,in,IN,O
,London,NNP,B-geo
,that,WDT,O
,killed,VBD,O
,52,CD,B-ndeath
,people,NNS,O
,.,.,O
Sentence: 14987,The,DT,O
,military,NN,O
,also,RB,O
,said,VBD,O
,coalition,NN,O
,forces,NNS,O
,killed,VBD,O
,three,CD,B-ndeath
,suspected,JJ,O
,terrorists,NNS,O
,and,CC,O
,captured,VBD,O
,36,CD,O
,others,NNS,O
,in,IN,O
,the,DT,O
,last,JJ,O
,two,CD,B-tim
,days,NNS,O
,in,IN,O
,operations,NNS,O
,in,IN,O
,central,JJ,O
,and,CC,O
,northern,JJ,O
,Iraq,NNP,B-geo
,.,.,O
Sentence: 15038,In,IN,O
,the,DT,O
,battles,NNS,O
,which,WDT,O
,ensued,VBD,O
,the,DT,O
,people,NNS,O
,of,IN,O
,Madagonia,NNP,B-gpe
,slaughtered,VBD,O
,two,CD,O
,thousand,CD,O
,Novakatkans,NNS,B-gpe
,and,CC,O
,wounded,VBD,O
,twelve,CD,B-ninjured
,thousand,CD,O
,.,.,O
Sentence: 15059,Two,CD,O
,armed,JJ,O
,Pakistani,JJ,B-gpe
,inmates,NNS,O
,were,VBD,O
,holed,VBN,O
,up,RP,O
,in,IN,O
,Afghanistan,NNP,B-geo
,'s,POS,O
,main,JJ,O
,prison,NN,B-tim
,Friday,NNP,I-tim
,",",",",O
,after,IN,O
,an,DT,O
,escape,NN,O
,attempt,NN,O
,that,WDT,O
,left,VBD,O
,at,IN,O
,least,JJS,O
,five,CD,B-ndeath
,people,nns,O
,dead,JJ,O
,.,.,O
Sentence: 15061,The,DT,O
,four,CD,O
,men,NNS,O
,",",",",O
,identified,VBN,O
,as,IN,O
,one,CD,O
,Iraqi,JJ,B-gpe
,and,CC,O
,three,CD,O
,Pakistanis,NNS,B-gpe
,",",",",O
,overpowered,VBD,O
,and,CC,O
,killed,VBD,O
,a,DT,O
,prison,NN,O
,guard,NN,O
,and,CC,O
,seized,VBD,O
,his,PRP$,O
,rifle,NN,O
,",",",",O
,then,RB,O
,killed,VBD,O
,two,CD,B-ndeath
,more,JJR,O
,guards,NNS,O
,.,.,O
Sentence: 15066,Iran,NNP,B-geo
,'s,POS,O
,intelligence,NN,O
,minister,NN,O
,says,VBZ,O
,authorities,NNS,O
,have,VBP,O
,arrested,VBN,O
,members,NNS,O
,of,IN,O
,a,DT,O
,group,NN,O
,which,WDT,O
,allegedly,RB,O
,carried,VBD,O
,out,RP,O
,an,DT,O
,attack,NN,O
,in,IN,O
,northwestern,JJ,O
,Iran,NNP,B-geo
,on,IN,O
,Wednesday,NNP,B-tim
,that,WDT,O
,killed,VBD,O
,12,CD,B-ndeath
,people,NNS,O
,.,.,O
Sentence: 15117,Turkish,JJ,B-gpe
,officials,NNS,O
,say,VBP,O
,three,CD,B-ndeath
,people,NNS,O
,were,VBD,O
,killed,VBN,O
,Wednesday,NNP,B-tim
,at,IN,O
,a,DT,O
,publishing,NN,O
,house,NN,O
,that,WDT,O
,printed,VBD,O
,Bibles,NNS,O
,.,.,O
Sentence: 15125,Police,NNS,O
,in,IN,O
,Chad,NNP,B-geo
,Tuesday,NNP,B-tim
,killed,VBD,O
,at,IN,O
,least,JJS,O
,one,CD,B-ndeath
,person,NN,O
,when,WRB,O
,they,PRP,O
,opened,VBD,O
,fire,NN,O
,on,IN,O
,a,DT,O
,protest,NN,O
,by,IN,O
,wounded,JJ,O
,soldiers,NNS,O
,demanding,VBG,O
,better,JJR,O
,medical,JJ,O
,care,NN,O
,.,.,O
Sentence: 15308,The,DT,O
,two,CD,O
,countries,NNS,O
,severed,VBD,O
,ties,NNS,O
,in,IN,O
,1983,CD,B-tim
,after,IN,O
,North,JJ,B-org
,Korean,JJ,B-gpe
,agents,NNS,O
,carried,VBD,O
,out,RP,O
,a,DT,O
,bombing,NN,O
,in,IN,O
,Rangoon,NNP,B-geo
,that,WDT,O
,killed,VBD,O
,more,JJR,O
,than,IN,O
,20,CD,B-ndeath
,people,NNS,O
,during,IN,O
,a,DT,O
,visit,NN,O
,by,IN,O
,South,NNP,O
,Korean,JJ,B-gpe
,President,NNP,B-per
,Chun,NNP,I-per
,Doo-hwan,NNP,I-per
,.,.,O
Sentence: 15336,Militants,NNS,O
,in,IN,O
,Nigeria,NNP,B-geo
,'s,POS,O
,oil-rich,NN,B-org
,Niger,NNP,B-gpe
,Delta,NNP,B-org
,region,NN,O
,say,VBP,O
,they,PRP,O
,have,VBP,O
,killed,VBN,O
,three,CD,B-ndeath
,soldiers,NNS,O
,in,IN,O
,a,DT,O
,clash,NN,O
,near,IN,O
,a,DT,O
,major,JJ,O
,natural,JJ,O
,gas,NN,O
,plant,NN,O
,.,.,O
Sentence: 15447,A,DT,O
,U.S.,NNP,B-geo
,military,JJ,O
,court,NN,O
,has,VBZ,O
,convicted,VBN,O
,an,DT,O
,Army,NNP,B-org
,sergeant,NN,O
,of,IN,O
,murdering,VBG,O
,two,CD,O
,of,IN,O
,his,PRP$,O
,comrades,NNS,O
,and,CC,O
,wounding,VBG,O
,14,CD,B-ninjured
,others,NNS,O
,in,IN,O
,a,DT,O
,grenade,NN,O
,and,CC,O
,rifle,NN,O
,attack,NN,O
,two,CD,B-tim
,years,NNS,O
,ago,RB,O
,in,IN,B-tim
,Kuwait,NNP,B-geo
,.,.,O
Sentence: 15484,More,JJR,O
,than,IN,O
,one,CD,O
,million,CD,B-ndeath
,people,nns,O
,died,VBD,O
,at,IN,O
,the,DT,O
,Auschwitz,NNP,B-geo
,camp,NN,O
,in,IN,O
,southern,JJ,B-geo
,Poland,NNP,I-geo
,-,IN,O
,most,JJS,O
,of,IN,O
,them,PRP,O
,Jews,NNPS,O
,-,:,O
,before,IN,O
,it,PRP,O
,was,VBD,O
,liberated,VBN,O
,by,IN,O
,Soviet,JJ,O
,troops,NNS,O
,on,IN,O
,January,NNP,B-tim
,27,CD,I-tim
,",",",",I-tim
,1945,CD,I-tim
,.,.,O
Sentence: 15610,Carriles,NNP,B-org
,is,VBZ,O
,a,DT,O
,former,JJ,O
,CIA,NNP,B-org
,operative,NN,O
,who,WP,O
,is,VBZ,O
,considered,VBN,O
,to,TO,O
,be,VB,O
,the,DT,O
,mastermind,NN,O
,behind,IN,O
,the,DT,O
,in-flight,JJ,O
,bombing,NN,O
,of,IN,O
,a,DT,O
,Cubana,NNP,B-org
,Airlines,NNP,I-org
,plane,NN,O
,that,WDT,O
,killed,VBD,O
,73,CD,B-ndeath
,people,NNS,O
,.,.,O
Sentence: 15749,The,DT,O
,fugitive,JJ,O
,terrorist,NN,O
,is,VBZ,O
,linked,VBN,O
,to,TO,O
,Jemaah,NNP,B-org
,Islamiyah,NNP,I-org
,",",",",O
,a,DT,O
,group,NN,O
,seen,VBN,O
,as,IN,O
,the,DT,O
,regional,JJ,O
,arm,NN,O
,of,IN,O
,al-Qaida,NNP,B-org
,",",",",O
,and,CC,O
,is,VBZ,O
,accused,VBN,O
,of,IN,O
,masterminding,VBG,O
,at,IN,O
,least,JJS,O
,four,CD,O
,deadly,JJ,O
,blasts,NNS,O
,in,IN,O
,Indonesia,NNP,B-geo
,",",",",O
,including,VBG,O
,the,DT,O
,2002,CD,B-tim
,Bali,NNP,I-tim
,bombings,NNS,O
,that,WDT,O
,killed,VBD,O
,202,CD,B-ndeath
,people,NNS,O
,.,.,O
Sentence: 15792,Some,DT,O
,"13,000",CD,B-ndeath
,people,NNS,O
,have,VBP,O
,died,VBN,O
,in,IN,O
,the,DT,O
,insurgency,NN,O
,since,IN,B-tim
,1996,CD,I-tim
,.,.,O
Sentence: 15857,Meanwhile,RB,O
,",",",",O
,gunmen,NNS,O
,in,IN,O
,the,DT,O
,northern,JJ,O
,Iraqi,JJ,B-gpe
,city,NN,O
,of,IN,O
,Kirkuk,NNP,B-geo
,killed,VBD,O
,at,IN,O
,least,JJS,O
,one,CD,B-ndeath
,person,NN,O
,in,IN,O
,an,DT,O
,attack,NN,O
,on,IN,O
,the,DT,O
,offices,NNS,O
,of,IN,O
,a,DT,O
,Kurdish,JJ,O
,group,NN,O
,.,.,O
Sentence: 15886,Hours,NNS,O
,later,RB,O
,",",",",O
,in,IN,O
,southern,JJ,O
,Zabul,NNP,B-geo
,province,NN,O
,",",",",O
,a,DT,O
,similar,JJ,O
,explosion,NN,O
,wounded,VBD,O
,four,CD,B-ninjured
,Afghan,JJ,B-gpe
,soldiers,NNS,O
,on,IN,O
,patrol,NN,O
,.,.,O
Sentence: 15906,Twenty-two,CD,B-ndeath
,people,NNS,O
,were,VBD,O
,killed,VBN,O
,and,CC,O
,69,CD,O
,wounded,VBN,O
,in,IN,O
,the,DT,O
,attack,NN,O
,",",",",O
,and,CC,O
,Mr.,NNP,B-per
,Rumsfeld,NNP,I-per
,awarded,VBD,O
,medals,NNS,O
,to,TO,O
,some,DT,O
,of,IN,O
,the,DT,O
,injured,NN,O
,at,IN,O
,a,DT,O
,hospital,NN,O
,not,RB,O
,far,RB,O
,from,IN,O
,the,DT,O
,base,NN,O
,.,.,O
Sentence: 16000,That,DT,O
,violence,NN,O
,has,VBZ,O
,killed,VBN,O
,more,JJR,O
,than,IN,O
,"30,000",CD,B-ndeath
,people,NNS,O
,.,.,O
Sentence: 16045,The,DT,O
,Sri,NNP,B-org
,Lankan,NNP,I-org
,military,NN,O
,says,VBZ,O
,suspected,VBN,O
,Tamil,NNP,B-org
,Tiger,NNP,I-org
,rebels,NNS,O
,have,VBP,O
,launched,VBN,O
,a,DT,O
,series,NN,O
,of,IN,O
,attacks,NNS,O
,against,IN,O
,security,NN,O
,forces,NNS,O
,in,IN,O
,the,DT,O
,eastern,JJ,O
,part,NN,O
,of,IN,O
,the,DT,O
,country,NN,O
,",",",",O
,killing,VBG,O
,four,CD,O
,people,NNS,O
,and,CC,O
,wounding,VBG,O
,at,IN,O
,least,JJS,O
,19,CD,B-ninjured
,others,NNS,O
,.,.,O
Sentence: 16088,An,DT,O
,avalanche,NN,O
,in,IN,O
,a,DT,O
,mountainous,JJ,O
,area,NN,O
,of,IN,O
,northern,JJ,O
,Pakistan,NNP,B-geo
,has,VBZ,O
,killed,VBN,O
,25,CD,B-ndeath
,people,NNS,O
,who,WP,O
,were,VBD,O
,digging,VBG,O
,for,IN,O
,precious,JJ,O
,stones,NNS,O
,.,.,O
Sentence: 16116,An,DT,O
,Indian,JJ,B-gpe
,court,NN,O
,has,VBZ,O
,convicted,VBN,O
,two,CD,O
,men,NNS,O
,",",",",O
,and,CC,O
,acquitted,VBN,O
,one,CD,O
,",",",",O
,on,IN,O
,charges,NNS,O
,connected,VBN,O
,to,TO,O
,a,DT,O
,series,NN,O
,of,IN,O
,bombings,NNS,O
,13,CD,B-tim
,years,NNS,O
,ago,IN,O
,that,DT,B-tim
,killed,VBD,O
,257,CD,B-ndeath
,people,NNS,O
,in,IN,O
,Mumbai,NNP,B-geo
,-,:,I-geo
,formerly,RB,O
,known,VBN,O
,as,IN,O
,Bombay,NNP,B-geo
,.,.,O
Sentence: 16172,Afghan,JJ,B-gpe
,officials,NNS,O
,say,VBP,O
,a,DT,O
,suicide,NN,O
,bomber,NN,O
,has,VBZ,O
,killed,VBN,O
,seven,CD,B-ndeath
,people,NNS,O
,",",",",O
,and,CC,O
,wounded,VBN,O
,nearly,RB,O
,30,CD,B-ninjured
,others,NNS,O
,in,IN,O
,an,DT,O
,attack,NN,O
,in,IN,O
,southeastern,JJ,O
,Afghanistan,NNP,B-geo
,.,.,O
Sentence: 16207,At,IN,O
,least,JJS,O
,five,CD,B-ndeath
,people,NNS,O
,have,VBP,O
,been,VBN,O
,killed,VBN,O
,and,CC,O
,six,CD,O
,others,NNS,O
,wounded,VBN,O
,in,IN,O
,shootings,NNS,O
,at,IN,O
,two,CD,O
,Pakistani,JJ,B-gpe
,military,JJ,O
,posts,NNS,O
,in,IN,O
,a,DT,O
,semi-autonomous,JJ,O
,tribal,JJ,O
,region,NN,O
,bordering,VBG,O
,Afghanistan,NNP,B-geo
,.,.,O
Sentence: 16208,Security,NN,O
,officials,NNS,O
,say,VBP,O
,rockets,NNS,O
,hit,VBD,O
,a,DT,O
,base,NN,O
,near,IN,O
,Miranshah,NNP,B-geo
,in,IN,O
,North,NNP,B-geo
,Waziristan,NNP,I-geo
,before,IN,O
,dawn,NN,B-tim
,Sunday,NNP,I-tim
,",",",",O
,killing,VBG,O
,at,IN,O
,least,JJ,O
,three,CD,O
,people,NNS,O
,",",",",O
,including,IN,O
,a,DT,O
,soldier,NN,O
,",",",",O
,and,CC,O
,wounding,VBG,O
,four,CD,B-ninjured
,.,.,O
Sentence: 16216,The,DT,O
,United,NNP,B-org
,Nations,NNP,I-org
,says,VBZ,O
,unidentified,JJ,O
,gunmen,NNS,O
,in,IN,O
,Sudan,NNP,B-geo
,'s,POS,O
,western,JJ,B-geo
,Darfur,NNP,I-geo
,region,NN,O
,have,VBP,O
,ambushed,VBN,O
,and,CC,O
,wounded,VBN,O
,three,CD,B-ninjured
,members,NNS,O
,of,IN,O
,an,DT,O
,African,NNP,B-geo
,Union,NNP,I-geo
,team,NN,O
,.,.,O
Sentence: 16237,Pakistani,JJ,B-gpe
,officials,NNS,O
,say,VBP,O
,a,DT,O
,clash,NN,O
,between,IN,O
,security,NN,O
,forces,NNS,O
,and,CC,O
,Taliban,NNP,B-org
,militants,NNS,O
,has,VBZ,O
,killed,VBN,O
,at,IN,O
,least,JJS,O
,10,CD,B-ndeath
,people,NNS,O
,in,IN,O
,the,DT,O
,northwestern,JJ,O
,Swat,NNP,B-org
,Valley,NNP,I-org
,region,NN,O
,.,.,O
Sentence: 16332,The,DT,O
,clash,NN,O
,came,VBD,O
,a,DT,O
,day,NN,O
,after,IN,O
,mortar,NN,O
,rounds,NNS,O
,fired,VBD,O
,from,IN,O
,the,DT,O
,Afghan,JJ,B-gpe
,side,NN,O
,of,IN,O
,the,DT,O
,border,NN,O
,killed,VBD,O
,a,DT,O
,Pakistani,JJ,B-gpe
,soldier,NN,O
,and,CC,O
,wounded,VBD,O
,three,CD,B-ninjured
,others,NNS,O
,in,IN,O
,the,DT,O
,same,JJ,O
,mountainous,JJ,O
,border,NN,O
,area,NN,O
,.,.,O
Sentence: 16347,Bangladeshi,JJ,B-gpe
,officials,NNS,O
,say,VBP,O
,worst,JJS,O
,hit,NN,O
,was,VBD,O
,the,DT,O
,southeastern,JJ,O
,port,JJ,O
,city,NN,O
,of,IN,O
,Chittagong,NNP,B-geo
,",",",",O
,where,WRB,O
,84,CD,B-ndeath
,people,nns,O
,died,VBD,O
,after,IN,O
,many,JJ,O
,hillside,JJ,O
,homes,NNS,O
,were,VBD,O
,swept,VBN,O
,away,RB,O
,or,CC,O
,collapsed,VBN,O
,under,IN,O
,tons,NNS,O
,of,IN,O
,mud,NN,O
,.,.,O
Sentence: 16353,Iraqi,JJ,B-gpe
,officials,NNS,O
,say,VBP,O
,two,CD,O
,suicide,NN,O
,bombers,NNS,O
,killed,VBD,O
,at,IN,O
,least,JJS,O
,four,CD,B-ndeath
,people,NNS,O
,and,CC,O
,wounded,VBD,O
,17,CD,B-ninjured
,in,IN,O
,an,DT,O
,attack,NN,O
,outside,IN,O
,a,DT,O
,Shi'ite,NNP,B-org
,mosque,NN,O
,in,IN,O
,the,DT,O
,northwestern,JJ,O
,city,NN,O
,of,IN,O
,Tal,NNP,B-org
,Afar,NNP,I-org
,.,.,O
Sentence: 16359,In,IN,O
,the,DT,O
,largest,JJS,O
,attack,NN,O
,",",",",O
,authorities,NNS,O
,say,VBP,O
,gunmen,NNS,O
,in,IN,O
,two,CD,O
,vehicles,NNS,O
,opened,VBD,O
,fire,NN,O
,on,IN,O
,buses,NNS,O
,taking,VBG,O
,Iraqis,NNS,B-gpe
,to,TO,O
,work,VB,O
,at,IN,O
,a,DT,O
,U.S.,NNP,B-geo
,facility,NN,O
,in,IN,O
,Tikrit,NNP,B-geo
,",",",",O
,killing,VBG,O
,17,CD,O
,civilians,NNS,O
,and,CC,O
,wounding,VBG,O
,13,CD,B-ninjured
,others,NNS,O
,.,.,O
Sentence: 16360,Later,RB,O
,",",",",O
,officials,NNS,O
,say,VBP,O
,a,DT,O
,car,NN,O
,bomb,NN,O
,killed,VBD,O
,at,IN,O
,least,JJS,O
,three,CD,B-ndeath
,Iraqi,JJ,B-gpe
,National,NNP,O
,Guardsmen,NNP,B-per
,north,NN,O
,of,IN,O
,Tikrit,NNP,B-geo
,.,.,O
Sentence: 16380,The,DT,O
,blast,NN,O
,came,VBD,O
,a,DT,O
,day,NN,O
,after,IN,O
,a,DT,O
,roadside,NN,O
,bomb,NN,O
,ripped,VBD,O
,through,IN,O
,a,DT,O
,U.S.,NNP,B-geo
,military,JJ,O
,vehicle,NN,O
,in,IN,O
,the,DT,O
,eastern,JJ,O
,province,NN,O
,of,IN,O
,Kunar,NNP,B-geo
,",",",",O
,killing,VBG,O
,one,CD,O
,soldier,NN,O
,and,CC,O
,wounding,VBG,O
,two,CD,B-ninjured
,others,NNS,O
,.,.,O
Sentence: 16437,Pakistani,JJ,B-gpe
,officials,NNS,O
,say,VBP,O
,security,NN,O
,forces,NNS,O
,and,CC,O
,helicopter,NN,O
,gunships,NNS,O
,have,VBP,O
,killed,VBN,O
,at,IN,O
,least,JJS,O
,21,CD,B-ndeath
,suspected,JJ,O
,militants,NNS,O
,in,IN,O
,the,DT,O
,northwestern,JJ,O
,tribal,JJ,O
,region,NN,O
,of,IN,O
,Orakzai,NNP,B-geo
,.,.,O
Sentence: 16498,The,DT,O
,attack,NN,O
,killed,VBD,O
,more,JJR,O
,than,IN,O
,"2,400",CD,B-ndeath
,people,NNS,O
,and,CC,O
,destroyed,VBD,O
,most,JJS,O
,of,IN,O
,the,DT,O
,U.S.,NNP,B-org
,Pacific,NNP,I-org
,fleet,NN,O
,",",",",O
,which,WDT,O
,was,VBD,O
,based,VBN,O
,at,IN,O
,Pearl,NNP,B-geo
,Harbor,NNP,I-geo
,.,.,O
Sentence: 16501,A,DT,O
,series,NN,O
,of,IN,O
,bombings,NNS,O
,has,VBZ,O
,killed,VBN,O
,at,IN,O
,least,JJS,O
,14,CD,B-ndeath
,people,NNS,O
,in,IN,O
,Baghdad,NNP,B-geo
,",",",",O
,ahead,RB,O
,of,IN,O
,the,DT,O
,highly,RB,O
,anticipated,VBN,O
,transfer,NN,O
,of,IN,O
,operational,JJ,O
,command,NN,O
,of,IN,O
,Iraq,NNP,B-geo
,'s,POS,O
,armed,JJ,O
,forces,NNS,O
,from,IN,O
,the,DT,O
,U.S.-led,JJ,O
,coalition,NN,O
,to,TO,O
,Iraqi,JJ,B-gpe
,authorities,NNS,O
,.,.,O
Sentence: 16504,At,IN,O
,least,JJS,O
,10,CD,B-ndeath
,people,nns,O
,died,VBD,O
,and,CC,O
,17,CD,O
,others,NNS,O
,were,VBD,O
,wounded,VBN,O
,in,IN,O
,that,DT,O
,attack,NN,O
,.,.,O
Sentence: 16532,Police,NNS,O
,in,IN,O
,southern,JJ,O
,Kyrgyzstan,NNP,B-geo
,say,VBP,O
,a,DT,O
,clash,NN,O
,between,IN,O
,protesters,NNS,O
,and,CC,O
,security,NN,O
,guards,NNS,O
,outside,IN,O
,a,DT,O
,hotel,NN,O
,in,IN,O
,the,DT,O
,city,NN,O
,of,IN,O
,Osh,NNP,B-geo
,has,VBZ,O
,injured,VBN,O
,four,CD,B-ninjured
,people,NNS,O
,.,.,O
Sentence: 16554,Trial,NNP,O
,began,VBD,O
,in,IN,O
,Amman,NNP,B-geo
,Monday,NNP,B-tim
,",",",",O
,for,IN,O
,an,DT,O
,Iraqi,JJ,B-gpe
,woman,NN,O
,charged,VBN,O
,with,IN,O
,taking,VBG,O
,part,NN,O
,in,IN,O
,a,DT,O
,triple,JJ,O
,bomb,NN,O
,attack,NN,O
,that,WDT,O
,killed,VBD,O
,60,CD,B-ndeath
,people,NNS,O
,in,IN,O
,the,DT,O
,Jordanian,JJ,O
,capital,NN,O
,last,JJ,O
,year,NN,O
,.,.,O
Sentence: 16572,Some,DT,O
,"3,00,000",CD,B-ndeath
,people,nns,O
,died,VBD,O
,in,IN,O
,the,DT,O
,long,JJ,O
,ethnic,JJ,O
,conflict,NN,O
,between,IN,O
,Hutu,NNP,B-geo
,rebels,NNS,O
,and,CC,O
,the,DT,O
,politically-dominant,JJ,O
,Tutsis,NN,O
,.,.,O
Sentence: 16574,Officials,NNS,O
,say,VBP,O
,floods,NNS,O
,caused,VBN,O
,by,IN,O
,monsoon,NN,O
,rains,NNS,O
,killed,VBD,O
,at,IN,O
,least,JJS,O
,140,CD,B-ndeath
,people,NNS,O
,in,IN,O
,the,DT,O
,past,JJ,B-tim
,week,NN,O
,",",",",O
,most,JJS,O
,of,IN,O
,them,PRP,O
,in,IN,O
,the,DT,O
,district,NN,O
,of,IN,O
,Barmer,NNP,B-geo
,.,.,O
Sentence: 16576,In,IN,O
,western,JJ,O
,and,CC,O
,southern,JJ,O
,India,NNP,B-geo
,",",",",O
,more,JJR,O
,than,IN,O
,500,CD,B-ndeath
,people,NNS,O
,have,VBP,O
,been,VBN,O
,killed,VBN,O
,and,CC,O
,millions,NNS,O
,left,VBD,O
,homeless,JJ,O
,since,IN,O
,the,DT,O
,annual,JJ,O
,monsoon,NN,O
,rains,NNS,O
,began,VBD,O
,in,IN,O
,June,NNP,B-tim
,.,.,O
Sentence: 16577,Floods,NNS,O
,have,VBP,O
,also,RB,O
,killed,VBN,O
,at,IN,O
,least,JJS,O
,31,CD,B-ndeath
,people,NNS,O
,in,IN,O
,neighboring,VBG,O
,Nepal,NNP,B-gpe
,in,IN,O
,the,DT,O
,past,JJ,B-tim
,three,CD,I-tim
,days,NNS,O
,.,.,O
Sentence: 16670,In,IN,O
,November,NNP,B-tim
,2003,CD,I-tim
,",",",",O
,more,JJR,O
,than,IN,O
,60,CD,B-ndeath
,people,NNS,O
,were,VBD,O
,killed,VBN,O
,in,IN,O
,bombings,NNS,O
,of,IN,O
,two,CD,O
,synagogues,NNS,O
,",",",",O
,the,DT,O
,British,JJ,B-gpe
,Consulate,NNP,B-org
,and,CC,O
,a,DT,O
,bank,NN,O
,office,NN,O
,in,IN,O
,Istanbul,NNP,B-geo
,.,.,O
Sentence: 16687,U.S.,NNP,B-geo
,and,CC,O
,Iraqi,JJ,B-gpe
,officials,NNS,O
,say,VBP,O
,insurgents,NNS,O
,killed,VBN,O
,at,IN,O
,least,JJS,O
,13,CD,B-ndeath
,people,NNS,O
,in,IN,O
,several,JJ,O
,attacks,NNS,O
,across,IN,O
,Iraq,NNP,B-geo
,Monday,NNP,B-tim
,.,.,O
Sentence: 16688,The,DT,O
,officials,NNS,O
,say,VBP,O
,two,CD,O
,car,NN,O
,bombs,NNS,O
,in,IN,O
,western,JJ,B-geo
,Baghdad,NNP,I-geo
,killed,VBD,O
,five,CD,B-ndeath
,people,NNS,O
,each,DT,O
,.,.,O
Sentence: 16690,Insurgents,NNS,O
,killed,VBD,O
,at,IN,O
,least,JJS,O
,two,CD,B-ndeath
,people,NNS,O
,in,IN,O
,drive-by,JJ,O
,shootings,NNS,O
,outside,IN,O
,the,DT,O
,capital,NN,O
,.,.,O
Sentence: 16701,At,IN,O
,least,JJS,O
,30,CD,B-ndeath
,people,NNS,O
,were,VBD,O
,killed,VBN,O
,in,IN,O
,a,DT,O
,theater,NN,O
,fire,NN,O
,that,WDT,O
,broke,VBD,O
,out,RP,O
,Monday,NNP,B-tim
,night,NN,I-tim
,in,IN,O
,the,DT,B-geo
,Egyptian,JJ,B-gpe
,town,NN,O
,of,IN,O
,Beni,NNP,B-geo
,Suef,NNP,I-geo
,",",",",O
,about,IN,O
,100,CD,O
,kilometers,NNS,O
,south,RB,O
,of,IN,O
,Cairo,NNP,B-geo
,.,.,O
Sentence: 16730,A,DT,O
,suspected,JJ,O
,U.S.,NNP,B-geo
,missile,NN,O
,strike,NN,O
,has,VBZ,O
,killed,VBN,O
,two,CD,B-ndeath
,people,NNS,O
,in,IN,O
,Pakistan,NNP,B-geo
,'s,POS,O
,North,NNP,B-geo
,Waziristan,NNP,I-geo
,tribal,JJ,O
,region,NN,O
,.,.,O
Sentence: 16742,Authorities,NNS,O
,say,VBP,O
,the,DT,O
,blast,NN,O
,in,IN,O
,the,DT,O
,Kadhimiya,NNP,B-geo
